symbol,funding_interval_minutes,funding_events_per_day,mean_rate_per_interval,mean_abs_rate_per_interval,std_rate_per_interval,mean_daily_rate,mean_daily_abs_rate,std_daily_rate,max_abs_rate,count,positive_count,negative_count,positive_pct,mean_positive,mean_negative,first_date,last_date,sharpe_ratio,annual_return
DYDXUSDT,480,3.0,0.012904204787234043,0.014089077127659574,0.016572637330825937,0.03871261436170212,0.04226723138297872,0.049717911992477826,0.122598,1504,1387,117,92.22074468085107,0.014635146359048305,-0.0076155897435897435,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8501409188176211,15.173983467543305
DYMUSDT,240,6.0,0.0020486442417331826,0.016901094640820978,0.0505664383455675,0.012291865450399085,0.10140656784492588,0.303398630073405,1.4208210000000001,1754,1391,363,79.30444697833524,0.01194746297627606,-0.03588319283746556,2024-02-07 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.3342354176760499,4.58840950674444
EDUUSDT,480,3.0,0.01155887765957447,0.017986094414893617,0.0381927866510329,0.0346766329787234,0.05395828324468085,0.1145783599530987,0.818698,1504,1422,82,94.54787234042553,0.015624345288326303,-0.05894228048780488,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.47092909399967003,13.490366466868874
EGLDUSDT,480,3.0,0.012669322473404257,0.01420406050531915,0.01788813395937755,0.038007967420212764,0.04261218151595745,0.05366440187813265,0.16768,1504,1369,135,91.02393617021278,0.014761712198685172,-0.00854905925925926,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7940493143429816,14.878254342550168
EIGENUSDT,240,6.0,0.0062796134105960275,0.007882870033112586,0.00797802108449054,0.03767768046357616,0.047297220198675494,0.047868126506943234,0.074011,1208,1078,130,89.23841059602648,0.007935194805194806,-0.007448976923076923,2024-08-07 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.9880733517284214,14.739898934000273
ELXUSDT,240,6.0,-0.005172835475578406,0.014077365038560411,0.04646056035642119,-0.03103701285347044,0.08446419023136247,0.27876336213852715,0.586284,389,350,39,89.97429305912597,0.0049483742857142875,-0.09600420512820515,2025-03-12 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.30299602352115873,-10.711963844956928
ENAPERP,480,3.0,-0.005820249999999997,0.02013395634920635,0.03734047908220339,-0.017460749999999997,0.060401869047619045,0.11202143724661018,0.409292,504,370,134,73.4126984126984,0.009748794594594597,-0.048809402985074635,2024-11-29 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.5391991973344087,-6.174855622019059
ENAUSDT,240,6.0,-0.014570706549118389,0.021817958438287155,0.036557504822852374,-0.08742423929471034,0.13090775062972293,0.21934502893711424,0.452497,1588,711,877,44.77329974811083,0.008093274261603375,-0.0329448118586089,2024-04-02 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5968120237967823,-27.329745518051652
ENJUSDT,480,3.0,0.010487702792553193,0.017459350398936174,0.0476316507161524,0.031463108377659574,0.05237805119680851,0.14289495214845718,0.973589,1504,1416,88,94.14893617021278,0.014841937853107348,-0.05957589772727273,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.3665493455807426,12.16740795250406
ENSUSDT,480,3.0,0.010832098404255319,0.01245742021276596,0.014335714229249227,0.03249629521276596,0.03737226063829786,0.04300714268774768,0.11770000000000001,1504,1334,170,88.6968085106383,0.013128724137931034,-0.007189658823529412,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8689779953445932,12.591068901411795
EOSUSDT,480,3.0,0.006968399601063831,0.011035358377659576,0.013329246090628584,0.02090519880319149,0.033106075132978724,0.03998773827188576,0.18248699999999998,1504,1216,288,80.85106382978722,0.01113390296052632,-0.010619281250000001,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8279056671793479,7.928199542408221
EPICUSDT,240,6.0,0.004319087765957448,0.005452252659574469,0.0058384278404615565,0.025914526595744673,0.03271351595744681,0.03503056704276934,0.086713,376,368,8,97.87234042553192,0.004991880434782611,-0.026629375,2025-03-14 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.933856306622339,9.91924437805185
EPTUSDT,240,6.0,-0.010560027210884356,0.019010136054421763,0.07236616914984455,-0.06336016326530611,0.11406081632653062,0.43419701489906726,0.675422,147,126,21,85.71428571428571,0.004929230158730159,-0.10349557142857141,2025-04-21 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.26269369068104953,-20.65286866308894
ETCPERP,480,3.0,0.011387682180851066,0.01192851196808511,0.009367714813819619,0.034163046542553185,0.03578553590425531,0.028103144441458852,0.094959,1504,1470,34,97.73936170212765,0.011927740136054426,-0.011961882352941176,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,1.2733641240324374,13.277890853307305
ETCUSDT,480,3.0,0.010666261968085107,0.012673465425531915,0.014525960528491937,0.031998785904255325,0.038020396276595744,0.04357788158547581,0.11895499999999999,1504,1312,192,87.2340425531915,0.01337764862804878,-0.007861546874999998,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8724700442819979,12.386865083348653
ETHBTCUSDT,480,3.0,0.009985854085603112,0.011566175097276265,0.029745130360705724,0.029957562256809338,0.03469852529182879,0.08923539108211717,0.225443,1028,268,25,26.07003891050584,0.0413348619402985,-0.0324914,2024-06-07 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3888426427122187,11.552899451272914
ETHFIPERP,480,3.0,0.00732380397236615,0.01101986787564767,0.011831436945298765,0.021971411917098446,0.033059603626943004,0.0354943108358963,0.14047300000000001,1158,1077,81,93.00518134715026,0.009861639740018573,-0.026420012345679016,2024-04-25 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.9314057055450415,8.348949306394736
ETHFIUSDT,240,6.0,0.002514552969993877,0.010302228413962033,0.016050157149635105,0.015087317819963253,0.061813370483772195,0.09630094289781065,0.180846,1633,1201,432,73.54562155541947,0.008713490424646128,-0.01471906712962963,2024-03-18 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.6418771054958953,5.660882319301752
ETHPERP,480,3.0,0.008947553191489361,0.009934315159574469,0.009413692882345918,0.026842659574468086,0.029802945478723402,0.028241078647037756,0.081672,1504,1334,170,88.6968085106383,0.010644051724137934,-0.004364970588235295,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,1.0553047867330476,10.292149112765214
ETHUSDT,480,3.0,0.009516946143617023,0.010611446143617021,0.011983822890975174,0.028550838430851058,0.03183433843085107,0.03595146867292552,0.09716599999999999,1504,1296,208,86.17021276595744,0.011679437500000002,-0.003957038461538462,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.885480888707754,10.98176101126982
ETHWUSDT,240,6.0,0.009251177920685959,0.010575461950696679,0.013181671830993832,0.05550706752411575,0.06345277170418005,0.07909003098596298,0.182438,1866,1776,90,95.17684887459808,0.010415684121621622,-0.013728411111111111,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8022853311998543,22.451468303218736
FARTCOINUSDT,240,6.0,0.012470279301745633,0.012975371571072319,0.017306223548406253,0.07482167581047383,0.07785222942643391,0.10383734129043753,0.148018,802,788,14,98.25436408977556,0.012948865482233504,-0.014467285714285714,2024-12-20 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.7497517603872181,31.389630178272697
FBUSDT,480,3.0,0.007333262177650429,0.03363828510028653,0.05690347756110042,0.021999786532951288,0.1009148553008596,0.17071043268330124,0.47165899999999994,698,592,106,84.81375358166189,0.024153834459459463,-0.08660804716981131,2024-09-25 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5911463858103794,8.360168834017712
FHEUSDT,240,6.0,0.002565398876404495,0.007007848314606742,0.020830882417641982,0.015392393258426961,0.04204708988764045,0.12498529450585187,0.22918600000000003,178,172,6,96.62921348314607,0.004953598837209303,-0.06589633333333333,2025-04-16 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.33641629644415316,5.778585973284689
FIDAUSDT,240,6.0,0.006103471698113208,0.012440905660377359,0.031307689610539875,0.036620830188679246,0.07464543396226415,0.18784613766323924,0.680187,1060,921,139,86.88679245283019,0.010671574375678613,-0.024164316546762588,2024-09-25 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3973753993073022,14.298305691607949
FILUSDT,480,3.0,0.012551074468085106,0.013911853723404258,0.018501242317922693,0.037653223404255316,0.041735561170212765,0.05550372695376808,0.154565,1504,1313,191,87.30053191489363,0.01515622391469916,-0.005357623036649214,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7519415985340312,14.72966061541996
FIOUSDT,240,6.0,0.006035464083175806,0.01158082514177694,0.07011997491092758,0.036212784499054816,0.06948495085066161,0.4207198494655656,2.056436,1058,1053,5,99.52741020793951,0.008849968660968661,-0.5866992,2024-09-26 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.16515729157758388,14.128262177994522
FLMUSDT,240,6.0,0.0036705021436227226,0.01968092872454448,0.07152581257664109,0.022023012861736337,0.11808557234726687,0.42915487545984654,1.4896639999999999,1866,1686,180,90.35369774919614,0.012922233096085409,-0.08298737777777777,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.27515840807059744,8.36935355416868
FLOCKUSDT,240,6.0,-0.008583432894736842,0.01754390131578947,0.059266740655083375,-0.05150059736842105,0.10526340789473684,0.3556004439305003,0.75,760,678,82,89.21052631578948,0.00502209144542773,-0.12107789024390239,2025-01-09 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.29601596311648554,-17.140650644565515
FLOWUSDT,480,3.0,0.008842176196808512,0.01213599135638298,0.013924521319752317,0.02652652859042553,0.03640797406914894,0.041773563959256944,0.09672800000000001,1504,1267,237,84.24202127659575,0.012451130228887134,-0.010451261603375527,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8715553718293888,10.164992724969935
FLRUSDT,480,3.0,-0.002879961436170211,0.022393815159574466,0.05594218496635808,-0.008639884308510636,0.06718144547872341,0.16782655489907428,1.0609739999999999,1504,1181,323,78.52393617021278,0.01242541744284505,-0.05884173374613004,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.40030283359581725,-3.1044837530515346
FLUXUSDT,240,6.0,0.007357955476402494,0.010108959928762245,0.01689893856758549,0.04414773285841495,0.060653759572573455,0.10139363140551294,0.149785,1123,1075,48,95.72573463935886,0.00912341674418605,-0.03218102083333334,2024-09-04 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5982008803885843,17.48067497140586
FORMUSDT,240,6.0,0.0010751705202312145,0.0071421763005780365,0.010169102334649686,0.0064510231213872815,0.042853057803468216,0.06101461400789812,0.058914999999999995,346,287,59,82.94797687861272,0.004953313588850176,-0.01778969491525424,2025-03-19 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.7023408817749964,2.382485806117862
FORTHUSDT,480,3.0,0.0015389734042553199,0.022791726063829787,0.10330122276451846,0.004616920212765959,0.06837517819148935,0.3099036682935554,2.225339,1504,1413,91,93.94946808510637,0.01294882236376504,-0.17562714285714287,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.2206336522829447,1.6994155018806412
FOXYUSDT,480,3.0,0.010489163879598664,0.011092770903010035,0.008446182642770974,0.03146749163879598,0.033278312709030096,0.02533854792831292,0.167243,1196,1181,15,98.7458193979933,0.010928024555461475,-0.024063800000000003,2024-04-12 16:00:00+00:00,2025-05-16 00:00:00+00:00,1.3133472684851606,12.169201957869324
FTNUSDT,480,3.0,0.009780592321755028,0.0272988592321755,0.05103852083175672,0.029341776965265083,0.0818965776965265,0.15311556249527014,0.390538,1094,982,112,89.76234003656307,0.020654236252545824,-0.08555796428571429,2024-05-16 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.534867758455685,11.302527045094246
FUELUSDT,240,6.0,-0.00881282944785276,0.018413899386503067,0.10727475646515172,-0.05287697668711658,0.11048339631901838,0.6436485387909102,1.835153,815,747,68,91.65644171779141,0.005237531459170015,-0.16316017647058823,2024-12-31 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.17165174728208155,-17.55609055917928
FUSDT,480,3.0,0.0034536950207468904,0.017001657676348546,0.0495787173522209,0.010361085062240665,0.05100497302904565,0.14873615205666268,0.75,482,455,27,94.39834024896265,0.010834593406593408,-0.12092811111111113,2024-12-06 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.34292249949840536,3.8540125406594683
FWOGUSDT,480,3.0,0.02748464079422383,0.03329086823104693,0.05693950588256827,0.08245392238267149,0.09987260469314078,0.17081851764770484,0.514629,554,518,36,93.50180505415162,0.032499644787644784,-0.044675694444444435,2024-11-12 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5846708311748583,35.09834510671415
FXSUSDT,480,3.0,0.012948534574468085,0.015764186170212767,0.02801757278608946,0.03884560372340425,0.04729255851063829,0.08405271835826837,0.651774,1504,1412,92,93.88297872340425,0.01529176062322946,-0.023014891304347824,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.5626535278616133,15.229882094458125
GALAUSDT,480,3.0,0.011152544547872342,0.013262770611702128,0.01623006579546819,0.03345763364361702,0.03978831183510638,0.04869019738640456,0.122127,1504,1328,176,88.29787234042553,0.013825539909638557,-0.009016420454545454,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.817172941800729,12.986701285892789
GASUSDT,120,12.0,-0.006926078132444023,0.027834486898523112,0.13876084844882897,-0.08311293758932829,0.3340138427822773,1.665130181385948,2.0,2099,1837,262,87.51786565030967,0.011945223189983672,-0.1392412709923664,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.20059323079728547,-26.17615168799887
GIGAUSDT,240,6.0,-0.006128303490136571,0.0204707344461305,0.08247217016857898,-0.03676982094081942,0.122824406676783,0.494833021011474,1.0,659,599,60,90.89529590288315,0.007889534223706179,-0.14607305,2024-12-12 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.24821384479500005,-12.561502619393583
GLMRUSDT,480,3.0,0.01622992420212766,0.017068392287234047,0.023568353465161465,0.04868977260638298,0.05120517686170213,0.0707050603954844,0.209246,1504,1460,44,97.07446808510637,0.017150913698630144,-0.014330181818181817,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7242080916880508,19.44363719979354
GLMUSDT,240,6.0,-0.035904518839487566,0.05083573436322532,0.1870305930979136,-0.2154271130369254,0.305014406179352,1.1221835585874815,2.0,2654,1747,907,65.8251695553881,0.01134157012020607,-0.1269066328555678,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.2718043798140125,-54.48631528534773
GMTUSDT,480,3.0,0.0021785059840425543,0.022539827792553195,0.07448518539783464,0.00653551795212766,0.06761948337765956,0.22345555619350388,1.0,1504,1283,221,85.30585106382979,0.014488064692127824,-0.0692837737556561,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.302608198827259,2.4140640113233136
GMXUSDT,480,3.0,0.009605928191489364,0.016129211436170212,0.02328559437677875,0.02881778457446808,0.04838763430851064,0.06985678313033625,0.275133,1504,1305,199,86.7686170212766,0.014829750957854408,-0.02465079899497487,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6926690886729031,11.089918129083465
GNOUSDT,480,3.0,-0.014529853636363634,0.03312067909090909,0.08085718065139932,-0.0435895609090909,0.09936203727272726,0.242571541954198,1.3555279999999998,1100,861,239,78.27272727272727,0.011875672473867597,-0.10965603765690378,2024-05-14 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.40961951460690577,-14.712013813884484
GOATUSDT,240,6.0,0.011731034800409415,0.015025042988741046,0.02709897643677559,0.07038620880245651,0.09015025793244626,0.16259385862065356,0.205391,977,864,113,88.43398157625384,0.015127712962962963,-0.014240026548672567,2024-10-23 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.5544505721017121,29.28114817471794
GODSUSDT,240,6.0,-0.018978510875627436,0.036101664249860575,0.2565787662163337,-0.11387106525376466,0.21660998549916338,1.5394725972980021,4.0,1793,1595,198,88.95705521472392,0.009624393103448278,-0.24939079292929295,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.1407040215456549,-34.02314641825394
GOMININGUSDT,480,3.0,-0.04282324076809453,0.055830392909896595,0.13202122932169683,-0.1284697223042836,0.1674911787296898,0.3960636879650905,0.9645779999999999,677,452,225,66.76514032496307,0.009740975663716817,-0.1484189111111111,2024-10-02 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.42288950948831405,-37.4507507284992
GORKUSDT,240,6.0,0.014197156249999999,0.02225028125,0.03584035922803015,0.08518293749999999,0.1335016875,0.21504215536818092,0.113944,64,58,6,90.625,0.020108931034482757,-0.04295,2025-05-05 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.620816357013476,36.449633146258975
GPSUSDT,240,6.0,-0.02010838653846153,0.027507551923076922,0.1002082301500145,-0.12065031923076924,0.16504531153846153,0.601249380900087,1.064244,520,392,128,75.38461538461539,0.004907609693877552,-0.096719875,2025-02-18 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.27450391930779894,-35.637533118556505
GRASSUSDT,240,6.0,0.0028672974874371857,0.015367305527638191,0.03923198787553263,0.017203784924623117,0.09220383316582915,0.23539192725319577,0.6826439999999999,995,843,152,84.72361809045226,0.010761227758007115,-0.040912855263157896,2024-10-17 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.3917034634184863,6.480151844751636
GRIFFAINUSDT,240,6.0,0.0062580588235294134,0.012731500000000003,0.03520115140732885,0.03754835294117647,0.076389,0.21120690844397316,0.620324,544,520,24,95.58823529411765,0.009933,-0.07336566666666668,2024-12-20 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3616785102475173,14.685769622427225
GRTUSDT,480,3.0,0.009677664228723407,0.012943331781914893,0.015954925830365122,0.02903299268617021,0.038829995345744675,0.04786477749109536,0.134064,1504,1264,240,84.04255319148936,0.013458060917721521,-0.010232425000000002,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8112436196526455,11.177189355262618
GTCUSDT,480,3.0,0.013649755319148938,0.015688496010638302,0.02302753383308275,0.0409492659574468,0.04706548803191489,0.06908260149924825,0.530768,1504,1455,49,96.74202127659575,0.015163137457044673,-0.03128842857142858,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6812929306437172,16.117709387757095
GUNUSDT,240,6.0,-0.012846417582417578,0.02042724542124542,0.05772982060229802,-0.0770785054945055,0.12256347252747257,0.34637892361378814,0.6585139999999999,273,200,73,73.26007326007326,0.005173915000000002,-0.06221719178082191,2025-03-31 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3538421773725777,-24.53075968572144
GUSDT,240,6.0,-0.0012237207062600322,0.014487892455858747,0.0399191849276233,-0.007342324237560192,0.08692735473515248,0.23951510956573982,0.988417,1246,946,300,75.92295345104334,0.008735284355179705,-0.032627783333333334,2024-07-25 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.3629305678992811,-2.644452176735901
HAEDALUSDT,240,6.0,-0.04986982978723404,0.05488672340425532,0.07604245212523086,-0.29921897872340425,0.32932034042553204,0.4562547127513852,0.41626700000000005,94,34,60,36.17021276595745,0.006935117647058824,-0.0820593,2025-04-30 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.7217905508079209,-66.50541821610307
HBARUSDT,480,3.0,0.010981838430851064,0.013837459441489364,0.01944357025327664,0.03294551529255319,0.04151237832446808,0.05833071075982992,0.261477,1504,1311,193,87.16755319148936,0.014236546147978644,-0.011126564766839379,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7116727669475962,12.775770163829069
HEIUSDT,240,6.0,0.003724395220588237,0.0060056231617647065,0.01163349801600742,0.02234637132352941,0.03603373897058823,0.06980098809604451,0.224079,544,530,14,97.42647058823529,0.00499351886792453,-0.044321,2025-02-14 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.5162353707802338,8.497304499648894
HFTUSDT,480,3.0,0.01058822074468085,0.012796484042553196,0.01425665507144492,0.03176466223404255,0.03838945212765957,0.042769965214334765,0.10514000000000001,1504,1367,137,90.8909574468085,0.012864153621068034,-0.0121212700729927,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8975796902166517,12.29089633831244
HIFIUSDT,240,6.0,0.006336859056805999,0.02122044855305466,0.06126219255915449,0.03802115434083602,0.127322691318328,0.36757315535492696,0.813156,1866,1752,114,93.89067524115757,0.014675210045662102,-0.1218104298245614,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.3463873502823833,14.883781724399325
HIGHUSDT,480,3.0,0.0075704348404255365,0.024121837765957443,0.07842249867860043,0.02271130452127659,0.07236551329787234,0.23526749603580127,2.0,1504,1411,93,93.81648936170212,0.016890566265060244,-0.13383500000000004,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.307588232616971,8.641887277248884
HIPPOUSDT,240,6.0,0.016982497255762896,0.017208980241492866,0.030382172908527686,0.10189498353457738,0.10325388144895721,0.18229303745116615,0.24307,911,903,8,99.12184412733261,0.017247196013289036,-0.012895374999999999,2024-11-14 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.5664170332156407,45.02375002463452
HIVEUSDT,120,12.0,-0.03661351286903861,0.03888934784254353,0.1095185393950751,-0.43936215442846327,0.46667217411052236,1.3142224727409013,0.66,2642,1762,880,66.69190007570023,0.0017062304199772986,-0.11334008977272726,2024-12-23 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.35509374081638206,-79.95529547244239
HMSTRUSDT,240,6.0,0.007369799453053782,0.00894666545123063,0.011598240763822055,0.04421879671832269,0.05367999270738377,0.06958944458293234,0.087379,1097,1010,87,92.06927985414768,0.008860971287128714,-0.009941505747126437,2024-09-13 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.7713812493992723,17.511137962815717
HNTUSDT,480,3.0,0.013871175531914897,0.021746046542553195,0.04499274399896048,0.041613526595744674,0.06523813962765956,0.13497823199688147,0.785131,1504,1428,76,94.9468085106383,0.01875640826330532,-0.07791977631578946,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.48332341194961587,16.39946785159745
HOOKUSDT,480,3.0,0.011585110372340428,0.013384748670212766,0.0167108871375302,0.034755331117021275,0.04015424601063829,0.0501326614125906,0.223419,1504,1411,93,93.81648936170212,0.013307819985825656,-0.014551913978494625,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.8009597910665427,13.5229597367865
HOTUSDT,480,3.0,0.01507829986702128,0.016247375664893617,0.021054470322445125,0.045234899601063826,0.04874212699468085,0.06316341096733538,0.228911,1504,1441,63,95.81117021276596,0.01634761138098543,-0.013954682539682543,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7716829450500635,17.947574012398526
HPOS10IUSDT,480,3.0,0.021123753623188406,0.022274446054750402,0.03737877091351894,0.06337126086956522,0.06682333816425122,0.11213631274055681,0.295315,621,605,16,97.42351046698873,0.02227296033057851,-0.022330625,2024-10-21 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.5959116768789825,26.015136240680125
HYPEPERP,240,6.0,0.009717393617021276,0.009717393617021276,0.0305319392856452,0.058304361702127674,0.058304361702127674,0.18319163571387123,0.279368,94,94,0,100.0,0.009717393617021276,0.0,2025-04-30 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.3182697805766297,23.7073989510574
HYPERUSDT,240,6.0,0.0041313829787234056,0.005736191489361703,0.009950129611258893,0.02478829787234043,0.03441714893617021,0.059700777667553356,0.11313899999999999,141,140,1,99.29078014184397,0.004969028571428572,-0.11313899999999999,2025-04-22 16:00:00+00:00,2025-05-16 00:00:00+00:00,0.5764941476612542,9.468437006021846
HYPEUSDT,480,3.0,0.02337185185185185,0.02363034979423868,0.02807197375566655,0.07011555555555556,0.07089104938271605,0.08421592126699964,0.18042,486,479,7,98.559670781893,0.02384454070981211,-0.008973571428571428,2024-12-05 08:00:00+00:00,2025-05-16 00:00:00+00:00,0.8417772829197203,29.15358598380873
ICPUSDT,480,3.0,0.010660224734042555,0.012128250000000002,0.013451356353785056,0.031980674202127655,0.036384749999999993,0.04035406906135516,0.11562,1504,1332,172,88.56382978723404,0.012865565315315318,-0.006418343023255814,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.9016376996500617,12.379438066134929
ICXUSDT,480,3.0,0.013676109707446812,0.01673886901595745,0.028277919789899287,0.04102832912234042,0.05021660704787234,0.08483375936969784,0.483031,1504,1449,55,96.34308510638297,0.015784723257418913,-0.04187627272727274,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.591941314648487,16.15120980254259
IDEXUSDT,480,3.0,-0.003475456781914892,0.02794266821808511,0.11710655918652796,-0.010426370345744682,0.0838280046542553,0.3513196775595839,2.100529,1504,1344,160,89.36170212765957,0.013689987351190477,-0.14766518750000002,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.2386089080935071,-3.7343121875779928
IDUSDT,480,3.0,0.0023415511968085116,0.02075536635638298,0.08916108073956976,0.007024653590425537,0.062266099069148935,0.26748324221870917,2.0,1504,1271,233,84.50797872340425,0.013665524783634935,-0.05942999570815451,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.23278504684131468,2.597059355674669
ILVUSDT,240,6.0,0.014198228831725616,0.01426009592711683,0.023297803549802612,0.08518937299035369,0.08556057556270097,0.13978682129881564,0.190662,1866,1858,8,99.57127545551982,0.014290428955866522,-0.00721525,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.612078984039577,36.45283559491976
IMXUSDT,240,6.0,0.007410998392282958,0.012411687566988213,0.024564634654102663,0.044465990353697755,0.07447012540192925,0.147387807924616,0.44966600000000007,1866,1613,253,86.44158628081458,0.011465942963422196,-0.018441276679841898,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.505266524080596,17.617163992175723
INITUSDT,240,6.0,0.00441927894736842,0.006159731578947368,0.012680358014535834,0.02651567368421053,0.03695838947368422,0.076082148087215,0.162044,190,187,3,98.42105263157895,0.005374363636363637,-0.05511433333333333,2025-04-14 12:00:00+00:00,2025-05-16 00:00:00+00:00,0.48576953204998663,10.160629186745783
INJUSDT,480,3.0,0.0132573710106383,0.015632019946808514,0.021443499206617426,0.039772113031914885,0.04689605984042553,0.06433049761985228,0.16562,1504,1322,182,87.89893617021278,0.01643329954614221,-0.009811736263736263,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.728986430628099,15.620067790284686
IOSTUSDT,480,3.0,0.003093454122340425,0.02567927061170213,0.11366086803479189,0.009280362367021278,0.0770378118351064,0.3409826041043757,2.25,1504,1379,125,91.68882978723404,0.01569041986947063,-0.13587627200000002,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.22592886237540996,3.445193074658026
IOTAUSDT,480,3.0,0.015318963430851066,0.0173476482712766,0.0232225028809962,0.0459568902925532,0.052042944813829796,0.0696675086429886,0.182834,1504,1446,58,96.1436170212766,0.016988445366528354,-0.02630294827586207,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.7470188876786746,18.25866512598644
IOTXUSDT,480,3.0,0.009927531914893617,0.016559988031914896,0.023875291908767405,0.02978259574468085,0.049679964095744676,0.07162587572630222,0.15897699999999998,1504,1342,162,89.22872340425532,0.014842485096870344,-0.030787697530864196,2024-01-01 00:00:00+00:00,2025-05-16 00:00:00+00:00,0.6936035837883845,11.481702675014581
